contigName	bin	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_3376_length_5228_cov_25.0622_ID_24045317	3	5228	3.77629	0	0	0.0588815	0.0554335	0.0561245	0.108931	0.375935	0.467873	2.0959	2.45544	1.18944	1.37442
NODE_3397_length_5219_cov_381.887_ID_24016696	2	5219	195.441	39.6891	64.1909	42.9282	99.7691	41.81	80.4408	23.3178	32.1533	23.5731	61.7494	24.1227	27.6198
NODE_339_length_23868_cov_22.8373_ID_29354696	1	23868	3.493	0.546336	0.420656	0.443461	0.490838	0.449363	0.418581	0.58698	0.581187	1.37191	1.71153	0.094949	0.0859508
NODE_33_length_159543_cov_25.5076_ID_23904109	5	159543	4.08737	0.9308	1.02993	0.857051	0.829142	1.03698	1.1072	0.465685	0.525266	0.166883	0.180779	0.629965	0.647881
NODE_340_length_23859_cov_30.6603_ID_24282023	3	23859	4.03585	0.00632671	0.00629249	0.00792948	0.0157965	0.0126534	0.0124873	0.710447	0.622128	1.94664	1.95829	1.35185	1.42107
NODE_341_length_23835_cov_489.433_ID_32073144	2	23835	273.123	55.7578	6016.47	58.0696	6739.66	56.305	6463.5	32.4938	2191.9	34.5104	2705.72	35.9862	2522.13
NODE_3458_length_5174_cov_285.621_ID_24021822	2	5174	195.927	40.9447	40.1726	41.9445	46.0034	41.328	59.5156	23.0752	21.8796	25.3067	29.566	23.3282	16.7784
NODE_346_length_23498_cov_28.3818_ID_23929649	3	23498	4.57041	0.0128919	0.0127192	0.0901576	0.0999138	0.0145194	0.015939	0.756425	0.929259	1.83784	1.88652	1.85857	2.22413
NODE_348_length_23431_cov_280.192_ID_26474393	2	23431	195.84	39.7653	47.3867	41.2018	56.2428	41.0907	64.4848	23.2428	26.8936	24.5241	33.1443	26.0153	35.1909
NODE_3491_length_5155_cov_29.138_ID_24014124	3	5155	3.41538	0	0	0.0301698	0.0292655	0	0	0.52008	0.547418	1.57243	1.79037	1.29271	0.913717
NODE_34_length_157663_cov_26.2058_ID_29812471	5	157663	4.40946	1.07254	1.08289	0.908046	0.99179	1.00091	1.09312	0.493813	0.496626	0.24417	0.256665	0.689975	0.792243
NODE_3507_length_5147_cov_262.525_ID_32573489	2	5147	189.615	38.9157	68.9595	39.7617	55.7465	38.0416	44.9653	24.7042	21.593	22.7354	25.4908	25.4559	51.6654
NODE_350_length_23417_cov_29.5627_ID_32059262	3	23417	4.54304	0.0258736	0.0252069	0.0532514	0.05247	0.0163751	0.0195517	0.817854	0.796013	2.25044	2.2311	1.37925	1.39727
NODE_3514_length_5143_cov_587.085_ID_31741868	2	5143	301.005	60.0905	4090.11	65.6719	4661.85	60.1925	3851.06	36.4006	1386.34	39.3525	1468.7	39.2966	2120.61
NODE_3546_length_5127_cov_426.878_ID_24018667	2	5127	203.857	44.3004	41.606	41.7213	30.5166	40.0782	43.7126	24.607	25.3829	26.9399	33.5479	26.2098	19.402
NODE_355_length_23253_cov_32.0638_ID_23938894	3	23253	4.93728	0.0130719	0.0129036	0.0130286	0.0128612	0.0161018	0.0174833	0.811669	0.858687	2.64476	2.93906	1.43864	1.75112
NODE_35_length_150343_cov_22.2332_ID_32498644	1	150343	3.56778	0.602791	0.629516	0.553721	0.558678	0.297664	0.294605	0.643199	0.706468	1.36566	1.41201	0.104752	0.112807
NODE_3600_length_5088_cov_29.7258_ID_24099263	3	5088	3.9755	0	0	0	0	0	0	0.487849	0.472711	2.31733	1.75361	1.17031	1.29909
NODE_3609_length_5086_cov_435.857_ID_24026595	2	5086	200.227	40.4052	169.263	40.6264	132.479	42.5707	267.437	23.8659	76.1595	26.6878	104.864	26.0705	129.55
NODE_364_length_22735_cov_28.3163_ID_32003843	3	22735	5.01767	0.00668585	0.0066419	0.0133274	0.0131541	0.027629	0.0268712	0.705734	0.712668	2.54926	2.59529	1.71503	1.73885
NODE_365_length_22719_cov_260.262_ID_24133887	2	22719	190.662	38.3329	58.7321	39.9487	64.2123	39.5881	57.2289	22.7454	31.4704	24.8166	39.1777	25.2301	36.2181
NODE_366_length_22658_cov_298.865_ID_23940474	2	22658	210.419	43.2085	207.23	45.3282	174.436	42.3192	203.918	24.6438	79.8362	27.1829	84.843	27.736	83.4926
NODE_3670_length_5049_cov_27.8606_ID_32541361	3	5049	3.97816	0	0	0	0	0.0306185	0.0296809	0.771178	0.915944	2.22249	3.25058	0.953868	0.653242
NODE_3675_length_5046_cov_27.1491_ID_24013377	3	5046	4.83333	0	0	0	0	0	0	1.01225	1.23089	2.14788	1.91475	1.6732	1.41349
NODE_368_length_22624_cov_418.215_ID_23920481	2	22624	269.03	55.5531	5405.15	54.9657	5670.26	55.6619	5750.29	32.3515	1915.44	33.5869	2100.2	36.9111	2546.6
NODE_36_length_146493_cov_22.6333_ID_31938972	1	146493	3.47198	0.580998	0.637208	0.453175	0.519934	0.298525	0.338335	0.643557	0.715237	1.42247	1.51155	0.0732594	0.0915267
NODE_3722_length_5016_cov_34.8883_ID_32541069	3	5016	4.67345	0	0	0.0439786	0.10867	0	0	0.504316	0.41327	2.43876	2.84197	1.6864	2.1639
NODE_3739_length_5004_cov_52.671_ID_32540729	5	5004	8.1885	2.08756	2.42899	1.52658	1.09995	1.86959	1.21999	0.934487	0.753186	0.527606	0.450388	1.24269	1.2644
NODE_374_length_22388_cov_39.4237_ID_23979882	3	22388	4.68392	0.0135354	0.0133527	0	0	0.00679018	0.0067441	0.827368	1.0883	2.25241	2.09572	1.58382	1.84349
NODE_375_length_22345_cov_22.3685_ID_23922683	1	22345	3.64731	0.55882	0.530643	0.495877	0.444028	0.402163	0.457254	0.623564	0.612954	1.51259	1.46536	0.0542915	0.0513392
NODE_378_length_22270_cov_22.6123_ID_24465150	1	22270	3.45068	0.687658	0.697697	0.481465	0.486517	0.281691	0.312297	0.577034	0.623445	1.28038	1.46156	0.14245	0.143389
NODE_3819_length_4949_cov_301.7_ID_24151074	2	4949	212.75	44.3099	53.2261	44.1357	86.3867	44.548	81.5337	24.6797	31.2129	26.189	39.9001	28.8875	34.9719
NODE_3849_length_4936_cov_611.8_ID_24128666	2	4936	229.842	46.5915	113.427	47.8186	146.671	44.5088	127.972	30.084	82.5442	31.4605	88.5636	29.3784	78.5762
NODE_384_length_21872_cov_294.517_ID_23933151	2	21872	201.51	42.617	82.6361	42.5052	52.507	41.4367	70.2473	23.9724	32.4709	25.0957	29.2902	25.8834	31.0591
NODE_3855_length_4932_cov_281.234_ID_24021421	2	4932	197.598	40.0809	62.465	42.725	75.8647	40.3153	48.5832	25.2376	25.5218	23.1717	38.4223	26.0675	28.3693
NODE_386_length_21812_cov_299.434_ID_23920398	2	21812	211.592	44.278	188.765	45.1118	180.823	43.0168	135.77	25.3226	77.2385	25.6632	65.2899	28.1997	85.469
NODE_3894_length_4913_cov_119.19_ID_31866626	3	4913	63.9051	5.10708	10.6818	5.93659	9.03036	4.73084	6.04471	14.709	35.6973	18.6095	52.2562	14.8121	55.9462
NODE_389_length_21740_cov_34.2593_ID_24064160	3	21740	4.88759	0	0	0.0375637	0.0379102	0.0138953	0.0137016	0.592682	0.550251	2.57633	5.04214	1.66711	3.27723
NODE_38_length_140006_cov_23.3565_ID_23906690	1	140006	3.66694	0.598666	0.577225	0.502996	0.515068	0.287152	0.301805	0.631357	0.651121	1.57511	1.66459	0.0716594	0.0705857
NODE_3901_length_4908_cov_17.8141_ID_32598875	3	4908	10.8405	0.787726	0.90854	1.0414	0.929748	0.614334	0.547254	2.7024	3.49769	2.98256	3.4479	2.71206	4.61845
NODE_392_length_21596_cov_27.8313_ID_23953005	3	21596	4.23818	0.0559079	0.080588	0	0	0.0209829	0.0205353	0.653269	0.658177	1.93798	2.15135	1.57004	1.8721
NODE_3943_length_4885_cov_322.088_ID_24019327	2	4885	224.53	46.2408	33.1292	44.7795	43.0873	45.8332	41.6748	28.63	24.8386	30.9958	27.1864	28.0505	27.8006
NODE_3973_length_4870_cov_29.7377_ID_32550869	3	4870	4.37775	0.0635593	0.0595272	0	0	0	0	0.515254	0.496485	2.05254	2.07479	1.7464	1.53366
NODE_3978_length_4867_cov_36.9458_ID_32542089	3	4867	3.12126	0	0	0.0576638	0.0543513	0.0298919	0.029007	0.361883	0.344634	1.55841	5.83734	1.11342	2.07089
NODE_39_length_139987_cov_21.7945_ID_31883302	1	139987	3.5908	0.638651	0.75109	0.442794	0.469105	0.330678	0.34115	0.643013	0.69258	1.41977	1.50354	0.115885	0.123892
NODE_3_length_872793_cov_26.0458_ID_35712810	4	872793	4.08657	0.397981	0.416854	0.597986	0.629371	0.276378	0.292554	1.51594	1.60846	1.21	1.22886	0.0882858	0.0974476
NODE_401_length_21283_cov_28.0905_ID_23928441	3	21283	4.59457	0.0302844	0.0311654	0.0427767	0.0694371	0.0141958	0.0139984	0.832064	0.786802	2.2471	2.26946	1.42815	1.31378
NODE_403_length_21169_cov_28.0608_ID_31907875	3	21169	5.03906	0.0161283	0.0315621	0	0	0	0	0.798373	0.85563	2.58504	2.7454	1.63952	1.74418
NODE_404_length_21165_cov_280.584_ID_23930973	2	21165	194.708	38.5572	148.075	41.4948	122.253	40.9015	136.898	23.5959	41.6247	24.7795	45.1119	25.379	53.6981
NODE_406_length_21055_cov_27.8515_ID_23991268	3	21055	4.65228	0.0316671	0.0324789	0	0	0.0144463	0.014239	0.743028	0.849536	2.62841	2.67929	1.23473	1.45631
NODE_4093_length_4812_cov_31.5129_ID_24019593	3	4812	4.51759	0	0	0.0574861	0.054199	0	0	0.849635	0.812185	1.86379	1.88254	1.74668	2.47373
NODE_409_length_20961_cov_28.3093_ID_23943220	3	20961	4.3342	0	0	0.0145116	0.0143018	0.0145116	0.0143033	0.73538	1.1061	2.23968	2.2232	1.33011	1.18056
NODE_40_length_130417_cov_26.1502_ID_32361396	5	130417	4.15526	1.00458	1.05158	0.805684	0.906125	0.960351	1.07086	0.535592	0.60046	0.213431	0.253424	0.635618	0.673329
NODE_410_length_20892_cov_22.6662_ID_23948901	1	20892	3.32176	0.512824	0.50151	0.380388	0.411339	0.287966	0.34626	0.639909	0.681872	1.41211	1.23846	0.0885643	0.0958542
NODE_4114_length_4803_cov_32.0657_ID_32320002	3	4803	16.6043	1.22072	1.97864	1.5014	1.48825	1.25897	0.777068	3.58736	3.86409	5.18268	6.7743	3.85321	6.12523
NODE_4137_length_4788_cov_310.454_ID_24022036	2	4788	216.811	42.5088	47.9963	44.6643	59.3312	48.5727	66.2882	26.2712	49.9182	25.2497	29.3565	29.5442	25.7338
NODE_413_length_20837_cov_282.775_ID_23921394	2	20837	194.705	41.2731	52.9954	41.6743	43.7148	39.8736	64.1761	22.5654	25.1383	24.168	34.9817	25.1506	42.074
NODE_4156_length_4779_cov_284.382_ID_24024717	2	4779	196.449	38.8976	32.8943	41.9354	34.022	42.676	35.5984	22.887	24.5764	25.4787	28.3374	24.5744	35.6354
NODE_4163_length_4774_cov_24.3727_ID_32138718	3	4774	18.534	0.760381	0.617008	1.49719	1.28317	1.22772	1.30631	3.88646	4.85339	5.92279	6.27066	5.2394	6.41344
NODE_417_length_20703_cov_44.9709_ID_24043998	3	20703	4.33173	0.0219433	0.0214644	0.0146451	0.0174474	0.0146451	0.0144305	0.584878	0.689671	2.22036	1.9975	1.47526	1.78452
NODE_4183_length_4766_cov_24.8155_ID_24020558	3	4766	3.19064	0	0	0	0	0	0	0.718154	0.706432	1.37023	1.25245	1.10225	1.24887
NODE_4188_length_4763_cov_25.8677_ID_24205545	3	4763	3.86278	0.0737047	0.0765261	0.0654672	0.0611841	0	0	0.408194	0.401207	2.04097	2.08267	1.27444	1.38692
NODE_4194_length_4758_cov_27.1295_ID_24022380	3	4758	4.69032	0	0	0	0	0	0	0.875434	1.14276	2.23915	3.55773	1.57574	1.59139
NODE_419_length_20587_cov_25.6262_ID_23924459	6	20587	4.34623	1.15266	1.40139	0.981162	0.989114	1.1531	1.70365	0.0209913	0.0224082	0.344522	0.338074	0.693791	0.794785
NODE_41_length_126302_cov_22.1832_ID_31423978	1	126302	3.23457	0.560332	0.55317	0.490012	0.477701	0.282453	0.302884	0.592531	0.611821	1.23737	1.30527	0.0718657	0.075445
NODE_421_length_20575_cov_34.3486_ID_23927955	3	20575	4.35667	0.0055814	0.0334624	0.0510649	0.0529667	0	0	0.535226	0.626917	2.26654	2.2669	1.49826	1.49124
NODE_422_length_20574_cov_28.6541_ID_23928358	3	20574	4.45001	0	0	0.0295241	0.0286619	0.0147865	0.0145681	0.672444	0.670681	2.21054	2.49306	1.52272	1.59867
NODE_4232_length_4734_cov_28.5422_ID_24125049	3	4734	4.64529	0	0	0	0	0.0658813	0.0615533	0.558464	0.536396	2.30716	3.06304	1.71379	1.7701
NODE_4236_length_4730_cov_33.6648_ID_24023328	3	4730	5.45895	0	0	0	0	0	0	1.33166	1.194	2.3941	2.84682	1.73319	1.41692
NODE_4238_length_4729_cov_31.2024_ID_24023048	3	4729	5.52195	0	0	0.0655165	0.0612375	0.0659533	0.0616235	0.895392	1.0286	3.00349	2.99818	1.49159	1.10799
NODE_423_length_20475_cov_29.4443_ID_23985847	3	20475	4.40738	0.0296679	0.0287741	0	0	0.0148585	0.0146368	0.75262	0.711297	2.06765	1.94716	1.54258	1.57088
NODE_425_length_20376_cov_272.567_ID_23944601	2	20376	205.632	42.1686	53.1789	43.2051	48.5465	42.8631	52.7658	24.0501	24.6242	26.3458	32.9744	26.9995	35.3436
NODE_4263_length_4715_cov_27.0283_ID_24175005	3	4715	3.56977	0	0	0	0	0	0	0.49529	0.402984	2.27579	1.75016	0.798686	0.696317
NODE_426_length_20367_cov_29.7158_ID_23962876	3	20367	4.31671	0	0	0.014839	0.0146171	0	0	0.569669	0.546588	2.15477	2.26237	1.57743	1.59797
NODE_4273_length_4708_cov_25.8571_ID_28683081	5	4708	4.46994	0.94208	1.03241	0.969724	1.16349	1.35191	0.990006	0.444054	0.333812	0.18495	0.260036	0.577227	0.424013
NODE_428_length_20271_cov_29.2716_ID_23964527	3	20271	4.47682	0.0149595	0.0147274	0.0321555	0.0376867	0.028925	0.0420182	0.630784	0.689388	2.39258	2.68856	1.37742	1.39325
NODE_42_length_120630_cov_22.7466_ID_27777084	1	120630	3.4309	0.567339	0.565592	0.471057	0.491008	0.27114	0.274605	0.639426	0.672421	1.38582	1.40443	0.0961238	0.0978103
NODE_4305_length_4692_cov_524.499_ID_31976995	2	4692	199.269	41.5205	206.041	42.5837	477.068	39.8225	366.94	24.974	129.854	26.8432	169.31	23.5247	105.009
NODE_430_length_20193_cov_276.795_ID_32198805	2	20193	206.263	42.3755	47.3253	42.6116	51.2319	42.9441	57.1855	25.0802	28.3735	27.2873	32.7683	25.9647	31.0973
NODE_431_length_20176_cov_289.669_ID_23940779	2	20176	196.992	39.1188	56.0678	42.676	82.1228	40.3389	44.1375	24.3244	29.2591	24.3336	32.7205	26.2005	38.8334
NODE_4325_length_4684_cov_26.7103_ID_24103847	3	4684	4.46736	0.0663873	0.0619828	0.0661667	0.085621	0	0	0.431628	0.420078	2.46912	4.5464	1.43405	2.04015
NODE_4338_length_4676_cov_687.72_ID_24057963	2	4676	239.767	48.1995	383.827	48.6301	395.709	48.3542	438.989	31.4222	153.869	32.6368	237.711	30.5245	255.901
NODE_434_length_20076_cov_280.046_ID_23922845	2	20076	202.688	41.7269	72.8734	41.4005	73.5923	43.3446	53.6807	24.7109	37.6692	24.9934	33.4717	26.5112	36.6624
NODE_435_length_20068_cov_27.0859_ID_23939494	6	20068	4.38764	1.19681	1.2954	0.867055	0.947319	1.18712	1.28572	0.0112963	0.0131745	0.385832	0.360653	0.739532	0.54917
NODE_436_length_20058_cov_31.399_ID_23937074	3	20058	4.84639	0.0464135	0.0570391	0.00959413	0.0115116	0.0151698	0.0149479	0.811081	0.880063	2.31234	3.32073	1.6518	1.58625
NODE_4381_length_4651_cov_16.0946_ID_24084518	3	4651	12.0538	0.865585	1.0266	0.996667	1.49927	0.862253	0.928577	2.17752	3.06203	3.74583	6.9883	3.40591	5.70698
NODE_438_length_20042_cov_274.169_ID_23923513	2	20042	197.868	40.6584	57.8893	42.1491	58.9815	39.0518	65.9023	24.2477	36.2403	25.8576	38.1283	25.9031	42.8514
NODE_4398_length_4641_cov_27.1483_ID_24024256	3	4641	3.61568	0	0	0.0668003	0.0623506	0.0670229	0.0625405	0.337787	0.31416	2.00423	2.55341	1.13984	1.65352
NODE_43_length_117968_cov_27.0184_ID_31862324	6	117968	4.27305	1.10768	1.09853	0.902876	0.969772	1.06562	1.09068	0.0124259	0.0139163	0.37288	0.348389	0.811565	0.801676
NODE_440_length_20017_cov_28.2123_ID_23929217	3	20017	4.30216	0.0411738	0.103513	0.0181205	0.180886	0.0386067	0.319813	0.718277	0.805475	2.11315	2.00521	1.37283	1.308
NODE_441_length_19988_cov_27.1459_ID_23931696	3	19988	4.57415	0.0303962	0.0294678	0.0452667	0.0432284	0.0170884	0.0187146	0.705263	0.673438	2.30104	2.59131	1.4751	1.61162
NODE_449_length_19564_cov_27.4429_ID_23931743	3	19564	4.47548	0.0154013	0.0151654	0	0	0	0	0.521582	0.523585	2.11765	2.56061	1.82085	2.03402
NODE_44_length_114577_cov_26.9029_ID_23908928	6	114577	4.17974	1.10973	1.27997	0.899709	0.970867	1.13068	1.11781	0.0290141	0.122792	0.329258	0.357032	0.681351	0.787722
NODE_4528_length_4580_cov_289.21_ID_24082901	2	4580	206.369	38.7501	158.862	42.8113	156.265	43.1589	114.911	25.6135	61.6285	26.7223	67.9319	29.3129	77.3944
NODE_453_length_19428_cov_32.01_ID_23971004	3	19428	4.72616	0.0156137	0.0153707	0.0155618	0.0153217	0	0	0.797801	0.797341	2.41975	3.01461	1.47744	1.47387
NODE_454_length_19413_cov_326.958_ID_23923677	2	19413	205.948	42.9807	58.1916	42.1979	53.4805	42.288	58.3325	24.6341	27.3837	26.0162	28.747	27.8312	30.6611
NODE_4555_length_4567_cov_25.1031_ID_24026773	3	4567	4.55694	0	0	0	0	0.0337333	0.0326086	0.511433	0.412055	2.53181	2.35144	1.47996	1.73795
NODE_455_length_19392_cov_32.1029_ID_23935943	3	19392	4.70429	0.0155909	0.0153496	0.0255171	0.0253886	0	0	0.595156	0.612485	2.41804	2.36759	1.64998	1.76184
NODE_457_length_19328_cov_25.8149_ID_23902641	5	19328	4.00151	1.14126	0.972621	0.72505	0.855395	0.847064	0.799747	0.34039	0.270728	0.211753	0.198021	0.736	0.872339
NODE_459_length_19312_cov_27.9831_ID_32079973	3	19312	4.47276	0.0628327	0.0670457	0	0	0.0157604	0.0155113	0.621699	0.486727	2.33864	2.99223	1.43383	1.69737
NODE_45_length_114074_cov_22.0245_ID_32187547	1	114074	3.44201	0.53253	0.535201	0.464705	0.505506	0.267117	0.28616	0.626655	0.617256	1.46097	1.49013	0.0900337	0.108492
NODE_460_length_19222_cov_301.849_ID_23925415	2	19222	215.833	45.0552	100.767	44.1546	74.3845	44.779	81.6589	26.6377	38.0742	26.473	49.1265	28.7333	45.9814
NODE_4619_length_4538_cov_28.2331_ID_24035542	3	4538	4.98792	0	0	0	0	0	0	0.652233	0.609379	2.91044	2.33916	1.42525	1.17812
NODE_462_length_19197_cov_328.684_ID_23949824	2	19197	210.564	42.3261	122.213	44.8291	147.004	43.8631	128.525	26.3283	59.4038	27.0092	56.9574	26.2083	51.4628
NODE_4637_length_4530_cov_90.6934_ID_32339165	3	4530	47.6603	3.75046	4.60622	5.31644	6.43174	3.4089	6.60298	10.3139	15.7124	14.4968	31.3628	10.3737	22.5351
NODE_464_length_19125_cov_29.547_ID_23946746	3	19125	4.92295	0.0159157	0.0156577	0.049697	0.0492217	0.0377339	0.0663687	0.803531	0.939762	2.47715	2.54883	1.53892	1.62427
NODE_465_length_19123_cov_354.928_ID_32305027	2	19123	218.585	44.7604	522.561	46.6735	520.736	44.4485	410.807	26.528	152.666	26.9201	178.449	29.2548	211.309
NODE_4665_length_4519_cov_296.456_ID_24007835	2	4519	176.615	36.7127	104.332	39.0634	91.9528	35.6828	111.415	20.6235	41.8539	22.6722	33.98	21.8602	36.8648
NODE_46_length_113027_cov_26.2871_ID_32409827	5	113027	4.37404	0.918478	0.968781	0.955102	1.01472	1.07329	1.1457	0.551645	0.590642	0.225786	0.235591	0.649743	0.624835
NODE_471_length_19000_cov_24.6021_ID_23922797	5	19000	3.887	1.15406	1.27203	0.908647	0.915679	0.752732	0.616892	0.495915	0.564744	0.119894	0.127082	0.455756	0.573214
NODE_4724_length_4494_cov_27.9847_ID_24033428	3	4494	4.77739	0	0	0.0695212	0.0646931	0.069291	0.0645011	0.763582	1.0297	1.92564	2.01035	1.94936	1.40889
NODE_4728_length_4494_cov_24.6452_ID_23942809	3	4494	3.40193	0	0	0	0	0	0	0.562155	0.615041	1.52624	1.5402	1.31354	1.08933
NODE_472_length_18986_cov_293.449_ID_23957348	2	18986	206.315	42.6987	118.507	43.6713	121.945	41.1542	114.442	25.5037	51.9442	27.4894	51.7824	25.7978	49.5189
NODE_473_length_18939_cov_35.2607_ID_23944125	3	18939	4.7655	0.00420459	0.00418493	0.0320932	0.0310663	0.0240566	0.02348	0.76103	0.820791	2.59168	3.22887	1.35244	1.70908
NODE_475_length_18915_cov_30.4214_ID_32375520	3	18915	5.22734	0.0160938	0.0220082	0.0318678	0.0466288	0.0159872	0.0157259	0.772982	0.769929	2.61306	3.65594	1.77735	1.93767
NODE_477_length_18901_cov_272.524_ID_23923064	2	18901	202.55	40.1764	49.1266	42.9094	44.226	41.392	66.2482	23.9016	30.314	26.4237	32.5897	27.7471	36.7419
NODE_4787_length_4471_cov_25.9216_ID_24094954	3	4471	3.93404	0.0349456	0.0337321	0	0	0	0	0.53159	0.524982	2.38787	2.43517	0.979634	0.869985
NODE_478_length_18882_cov_396.556_ID_23968093	2	18882	221.482	45.4376	233.327	45.9065	265.602	46.0324	264.265	27.1089	112.626	28.4439	127.213	28.5526	127.404
NODE_47_length_112763_cov_24.6361_ID_32214061	6	112763	3.94332	1.00328	1.01436	0.834247	0.901438	0.972969	1.09547	0.00888885	0.00989184	0.393596	0.411993	0.730342	0.775787
NODE_480_length_18802_cov_28.2_ID_23946470	3	18802	5.09082	0.0484667	0.0461031	0.0484667	0.0461124	0.0161913	0.0159414	0.727053	0.582358	2.47571	3.13756	1.77493	2.23067
NODE_483_length_18621_cov_33.5604_ID_23959640	3	18621	5.12522	0.00768773	0.0076308	0.01635	0.016084	0	0	0.777272	0.820551	2.55801	2.92454	1.7659	1.68711
NODE_4853_length_4440_cov_375.366_ID_24038299	2	4440	209.376	41.9998	165.226	43.0392	206.959	41.4956	184.805	25.2406	98.248	29.6979	87.6506	27.9026	82.2357
NODE_485_length_18589_cov_34.906_ID_23945911	3	18589	4.80552	0.0163241	0.0160586	0.032594	0.0315355	0.0117143	0.0232817	0.806822	0.749972	2.40713	2.71981	1.53094	1.79641
NODE_4865_length_4436_cov_303.148_ID_24034101	2	4436	199.291	40.1808	62.1473	38.014	36.8708	43.1307	69.1892	24.5131	26.9671	27.4396	36.0711	26.0131	33.3295
NODE_486_length_18558_cov_30.6397_ID_23994356	3	18558	4.85903	0.0327032	0.0417412	0.0817036	0.0867787	0	0	0.61332	0.590448	2.57285	2.71242	1.55845	1.53636
NODE_4872_length_4434_cov_25.0893_ID_24030493	3	4434	4.21055	0	0	0.140756	0.120969	0.070028	0.0651428	0.490429	0.45307	1.68768	1.65674	1.82166	2.42302
NODE_487_length_18539_cov_314.431_ID_23946111	2	18539	202.732	41.1027	74.3957	43.2402	87.3743	43.3238	66.1908	24.9565	30.5423	24.5408	24.6536	25.5679	34.8635
NODE_489_length_18459_cov_30.3826_ID_23983802	3	18459	4.64635	0	0	0.039598	0.049294	0	0	0.667486	0.691421	2.40969	2.37917	1.52958	1.73785
NODE_48_length_112614_cov_26.7552_ID_24372922	6	112614	4.47242	1.1348	1.23714	0.991162	1.00595	1.17772	1.31368	0.0184059	0.0211383	0.347533	0.393179	0.802799	0.796347
NODE_4906_length_4420_cov_29.4648_ID_24201089	3	4420	4.63489	0	0	0.0702576	0.117808	0.0177986	0.0708877	0.53911	0.676734	2.36885	1.96815	1.63888	2.05462
NODE_490_length_18453_cov_28.3738_ID_23924512	3	18453	5.07971	0.033601	0.0366141	0.0658362	0.0634807	0	0	0.616074	0.556727	2.60285	2.36514	1.76135	1.8731
NODE_4936_length_4409_cov_357.679_ID_24064103	2	4409	207.411	42.2656	64.1666	41.9265	58.675	42.2	65.53	24.8636	42.844	26.3261	38.6555	29.8295	35.1024
NODE_495_length_18233_cov_27.9612_ID_32050154	3	18233	3.7653	0.00210142	0.00420052	0.00315213	0.0031431	0.00835038	0.00828421	0.459548	0.542393	2.1831	2.55743	1.10905	1.27838
NODE_496_length_18204_cov_279.859_ID_32066185	2	18204	205.475	42.1981	64.4817	41.8509	51.8625	43.3851	77.7427	25.4282	32.1286	26.4531	26.1076	26.1598	43.1271
NODE_4979_length_4394_cov_290.476_ID_24039466	2	4394	202.709	43.6529	139.205	40.7038	59.4104	40.6689	134.482	26.2408	41.7734	23.2976	46.4579	28.1447	30.9368
NODE_4999_length_4385_cov_28.2707_ID_24033076	3	4385	5.53388	0.0710744	0.0660497	0.0710744	0.0660472	0	0	0.753955	0.495425	2.24061	1.69195	2.39717	3.0666
NODE_49_length_112118_cov_28.8531_ID_31928399	3	112118	4.41503	0.0147989	0.0145999	0.0392166	0.0503213	0.0151293	0.015266	0.644488	0.687118	2.13383	2.19556	1.56756	1.70703
NODE_4_length_853167_cov_25.0814_ID_23902252	4	853167	3.95794	0.384594	0.395542	0.59181	0.659878	0.268649	0.282336	1.45993	1.50359	1.1704	1.21212	0.0825517	0.0909625
NODE_5016_length_4381_cov_511.969_ID_24045373	6	4381	222.166	47.3125	850.231	45.8433	725.205	47.7611	923.434	26.0555	305.391	27.3212	353.472	27.8728	256.946
NODE_501_length_18011_cov_29.0671_ID_23980896	3	18011	4.67124	0.0505571	0.0649195	0.0191479	0.0210216	0.0288338	0.0280003	0.727283	0.694469	2.42276	2.71633	1.42265	1.71688
NODE_505_length_17952_cov_282.004_ID_23938074	2	17952	199.103	40.2731	57.3384	41.678	54.6385	42.4744	48.7247	24.0265	38.414	24.172	30.3154	26.4789	29.3472
NODE_5069_length_4357_cov_286.962_ID_24117143	2	4357	212.058	44.1452	191.078	43.5776	94.4045	42.5403	120.713	27.6401	64.7874	27.0535	48.8999	27.1008	50.64
NODE_506_length_17934_cov_32.1106_ID_32273715	3	17934	4.45518	0.0254723	0.0248179	0.0634278	0.0721227	0.0168129	0.0165268	0.814327	0.802936	2.14704	2.11857	1.3881	1.65188
NODE_50_length_111209_cov_25.9773_ID_32089771	5	111209	4.36972	1.04227	1.15341	0.864018	0.899295	1.02106	1.00723	0.542198	0.596443	0.221657	0.224158	0.678522	0.712043
NODE_5106_length_4342_cov_28.0327_ID_24034422	3	4342	4.87023	0.144084	0.267467	0	0	0	0	0.348282	0.347291	2.76646	2.09458	1.6114	2.11792
NODE_511_length_17763_cov_32.9776_ID_23978069	3	17763	4.76449	0	0	0.042639	0.0552547	0.0170897	0.0167992	0.7566	0.754224	2.6799	2.96632	1.26827	1.10786
NODE_512_length_17754_cov_279.171_ID_23958269	2	17754	201.121	39.1733	70.6511	41.9241	45.5323	43.0477	58.2633	24.5069	37.288	25.4636	30.2819	27.0052	30.55
NODE_5178_length_4314_cov_738.096_ID_24335640	2	4314	243.186	47.8369	222.182	48.6705	279.879	51.6979	264.197	30.945	129.545	31.3487	50.4319	32.6871	153.241
